id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
3214406,meteor,meteor/meteor,meteor,"Meteor, the JavaScript App Platform",JavaScript,44755,5259,44755,323,2012-01-19T01:58:17Z,2025-12-18T03:38:20Z,2025-12-17T20:40:18Z,142339,Other,https://github.com/meteor/meteor,https://github.com/meteor/meteor.git,"build-system, framework, hacktoberfest, javascript, meteor, mongodb, nodejs, npm, react, reactive-programming, realtime, rpc, zero-configuration"
70100622,not-paid,kleampa/not-paid,kleampa,Client did not pay? Add opacity to the body tag and decrease it every day until their site completely fades away,JavaScript,15569,1051,15569,10,2016-10-05T21:24:22Z,2025-12-17T15:50:50Z,2025-04-28T06:46:06Z,38,,https://github.com/kleampa/not-paid,https://github.com/kleampa/not-paid.git,
140525341,live2d-widget,stevenjoezhang/live2d-widget,stevenjoezhang,把萌萌哒的看板娘抱回家 (ノ≧∇≦)ノ | Live2D widget for web platform,JavaScript,10282,2554,10282,16,2018-07-11T05:22:00Z,2025-12-18T06:02:17Z,2025-12-16T09:35:15Z,2069,GNU General Public License v3.0,https://github.com/stevenjoezhang/live2d-widget,https://github.com/stevenjoezhang/live2d-widget.git,"javascript-plugin, live2d"
106279637,filepond,pqina/filepond,pqina,🌊 A flexible and fun JavaScript file upload library,JavaScript,16205,859,16205,139,2017-10-09T12:17:44Z,2025-12-18T03:25:14Z,2025-12-16T13:32:08Z,7494,MIT License,https://github.com/pqina/filepond,https://github.com/pqina/filepond.git,"drag-and-drop, file-upload, filepond, image-processing, javascript, plugin, vanilla"
35848897,react-markdown,remarkjs/react-markdown,remarkjs,Markdown component for React,JavaScript,15281,921,15281,3,2015-05-18T23:59:17Z,2025-12-18T06:33:05Z,2025-04-21T10:10:50Z,2071,MIT License,https://github.com/remarkjs/react-markdown,https://github.com/remarkjs/react-markdown.git,"commonmark, gfm, markdown, react, remark"
13395052,PapaParse,mholt/PapaParse,mholt,Fast and powerful CSV (delimited text) parser that gracefully handles large files and malformed input,JavaScript,13311,1179,13311,212,2013-10-07T20:33:21Z,2025-12-18T02:58:47Z,2025-08-20T06:47:43Z,15052,MIT License,https://github.com/mholt/PapaParse,https://github.com/mholt/PapaParse.git,"csv, csv-parser, javascript"
50603846,parse-server,parse-community/parse-server,parse-community,Parse Server for Node.js / Express,JavaScript,21325,4821,21325,469,2016-01-28T18:29:14Z,2025-12-17T21:36:31Z,2025-12-16T01:39:16Z,97434,Apache License 2.0,https://github.com/parse-community/parse-server,https://github.com/parse-community/parse-server.git,"baas, backend, file-storage, graphql, graphql-api, graphql-relay, graphql-server, hacktoberfest, mbaas, mongodb, nodejs, notifications, object-storage, parse-platform, parse-server, postgres, relay, rest-api"
45942274,enzyme,enzymejs/enzyme,enzymejs,JavaScript Testing utilities for React,JavaScript,19899,1990,19899,281,2015-11-10T21:45:38Z,2025-12-17T18:09:54Z,2025-10-22T15:55:30Z,7893,MIT License,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme.git,"assertion-library, assertions, ava, chai, enzyme, jest, mocha, react, react-components, test, test-runner, test-runners, testing, traversal"
30102273,Mobile-Security-Framework-MobSF,MobSF/Mobile-Security-Framework-MobSF,MobSF,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis.",JavaScript,20009,3540,20009,18,2015-01-31T04:36:01Z,2025-12-18T06:05:22Z,2025-12-16T22:59:51Z,1521377,GNU General Public License v3.0,https://github.com/MobSF/Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF.git,"android-security, api-testing, apk, cwe, devsecops, dynamic-analysis, ios-security, malware-analysis, mastg, masvs, mobile-security, mobsf, mstg, owasp, rest, runtime-security, static-analysis, web-security, windows-mobile-security"
4578898,habitica,HabitRPG/habitica,HabitRPG,A habit tracker app which treats your goals like a Role Playing Game.,JavaScript,13535,4373,13535,202,2012-06-06T22:49:48Z,2025-12-17T21:47:46Z,2025-12-16T23:01:22Z,1668576,Other,https://github.com/HabitRPG/habitica,https://github.com/HabitRPG/habitica.git,"css, express, habitica, hacktoberfest, html, javascript, mongodb, node, nodejs, vue, vuejs"
17107479,framework7,framework7io/framework7,framework7io,Full featured HTML framework for building iOS & Android apps,JavaScript,18546,3219,18546,229,2014-02-23T12:15:53Z,2025-12-17T08:18:49Z,2025-12-05T18:20:57Z,103021,MIT License,https://github.com/framework7io/framework7,https://github.com/framework7io/framework7.git,"android, components, cordova, framework, ios, library, material, material-design, mobile, phonegap, touch"
36753839,openmct,nasa/openmct,nasa,A web based mission control framework. ,JavaScript,12699,1369,12699,985,2015-06-02T18:40:28Z,2025-12-17T02:31:13Z,2025-12-18T03:02:58Z,86423,Other,https://github.com/nasa/openmct,https://github.com/nasa/openmct.git,
2436267,nock,nock/nock,nock,HTTP server mocking and expectations library for Node.js,JavaScript,13060,752,13060,88,2011-09-22T10:08:03Z,2025-12-17T04:44:25Z,2025-12-01T22:09:35Z,9988,MIT License,https://github.com/nock/nock,https://github.com/nock/nock.git,"http, javascript, mock, nock, node"
7363211,knex,knex/knex,knex,"A query builder for PostgreSQL, MySQL, CockroachDB, SQL Server, SQLite3 and Oracle, designed to be flexible, portable, and fun to use.",JavaScript,20145,2185,20145,719,2012-12-29T05:18:25Z,2025-12-17T09:54:21Z,2025-12-17T01:16:48Z,17388,MIT License,https://github.com/knex/knex,https://github.com/knex/knex.git,"javascript, knex, mysql, postgresql, sql, sqlite3"
309123651,screenity,alyssaxuu/screenity,alyssaxuu,The free and privacy-friendly screen recorder with no limits 🎥,JavaScript,17710,1420,17710,25,2020-11-01T15:16:31Z,2025-12-18T03:45:07Z,2025-12-11T17:19:15Z,65365,GNU General Public License v3.0,https://github.com/alyssaxuu/screenity,https://github.com/alyssaxuu/screenity.git,"annotation, annotation-tool, audio, camera, chrome-extension, design, editor, ffmpeg, javascript, productivity, recorder, screen-capture, screen-recorder, screencast, tensorflow, video"
317757,Modernizr,Modernizr/Modernizr,Modernizr,Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser.,JavaScript,25664,2957,25664,193,2009-09-25T20:13:23Z,2025-12-16T17:34:59Z,2025-11-23T16:14:08Z,19659,MIT License,https://github.com/Modernizr/Modernizr,https://github.com/Modernizr/Modernizr.git,"css3-features, feature-detection, hacktoberfest, javascript, javascript-library, modernizr"
115229134,mdx,mdx-js/mdx,mdx-js,Markdown for the component era,JavaScript,19106,1170,19106,21,2017-12-24T00:01:48Z,2025-12-18T01:33:33Z,2025-12-17T04:10:12Z,44527,MIT License,https://github.com/mdx-js/mdx,https://github.com/mdx-js/mdx.git,"jsx, markdown, mdx, react, remark, unified, vue"
106087444,electerm,electerm/electerm,electerm,"📻Terminal/ssh/sftp/ftp/telnet/serialport/RDP/VNC client(linux, mac, win)",JavaScript,13364,1084,13364,520,2017-10-07T09:54:11Z,2025-12-18T06:24:08Z,2025-12-17T13:44:30Z,31431,MIT License,https://github.com/electerm/electerm,https://github.com/electerm/electerm.git,"electerm, electron, file-manager, ftp, linux-app, macos-app, open-source, rdp, serialport, sftp, ssh, telnet, terminal, vnc, windows-app"
70107786,next.js,vercel/next.js,vercel,The React Framework,JavaScript,136626,30070,136626,3155,2016-10-05T23:32:51Z,2025-12-18T05:16:20Z,2025-12-18T04:24:48Z,2433671,MIT License,https://github.com/vercel/next.js,https://github.com/vercel/next.js.git,"blog, browser, compiler, components, hybrid, nextjs, node, react, server-rendering, ssg, static, static-site-generator, universal, vercel"
175176201,lax.js,alexfoxy/lax.js,alexfoxy,Simple & lightweight (<4kb gzipped) vanilla JavaScript library to create smooth & beautiful animations when you scroll.,JavaScript,10503,489,10503,20,2019-03-12T09:21:03Z,2025-12-17T08:23:47Z,2025-05-21T06:07:55Z,5085,MIT License,https://github.com/alexfoxy/lax.js,https://github.com/alexfoxy/lax.js.git,"animation, css, effects, parallax, scroll, transitions"
27193779,node,nodejs/node,nodejs,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,114806,34112,114806,2434,2014-11-26T19:57:11Z,2025-12-18T06:26:54Z,2025-12-17T13:22:24Z,1379895,Other,https://github.com/nodejs/node,https://github.com/nodejs/node.git,"javascript, js, linux, macos, mit, node, nodejs, runtime, windows"
14747598,json-server,typicode/json-server,typicode,Get a full fake REST API with zero coding in less than 30 seconds (seriously),JavaScript,75466,7265,75466,723,2013-11-27T13:21:13Z,2025-12-18T06:34:04Z,2025-11-21T14:13:39Z,4535,Other,https://github.com/typicode/json-server,https://github.com/typicode/json-server.git,
3065454,impress.js,impress/impress.js,impress,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,JavaScript,38508,6625,38508,67,2011-12-28T22:23:19Z,2025-12-18T03:39:59Z,2025-10-07T12:22:52Z,4465,MIT License,https://github.com/impress/impress.js,https://github.com/impress/impress.js.git,
958314,nodemon,remy/nodemon,remy,Monitor for any changes in your node.js application and automatically restart the server - perfect for development,JavaScript,26679,1744,26679,11,2010-10-03T12:50:52Z,2025-12-17T13:10:27Z,2025-12-10T15:09:59Z,2875,MIT License,https://github.com/remy/nodemon,https://github.com/remy/nodemon.git,"hacktoberfest, node, nodemon, watch"
1861458,reveal.js,hakimel/reveal.js,hakimel,The HTML Presentation Framework,JavaScript,70228,16808,70228,881,2011-06-07T18:54:22Z,2025-12-18T05:53:41Z,2025-10-14T09:58:39Z,28658,MIT License,https://github.com/hakimel/reveal.js,https://github.com/hakimel/reveal.js.git,"presentations, slides, slideshow"
7874074,howler.js,goldfire/howler.js,goldfire,Javascript audio library for the modern web.,JavaScript,25053,2278,25053,413,2013-01-28T16:47:12Z,2025-12-18T06:19:13Z,2025-11-23T23:49:01Z,32239,MIT License,https://github.com/goldfire/howler.js,https://github.com/goldfire/howler.js.git,"audio, audio-library, howler, html5-audio, javascript, playback, volume, web-audio"
61204547,Detox,wix/Detox,wix,Gray box end-to-end testing and automation framework for mobile apps,JavaScript,11740,1920,11740,213,2016-06-15T11:58:01Z,2025-12-17T15:08:17Z,2025-12-17T19:53:16Z,69909,MIT License,https://github.com/wix/Detox,https://github.com/wix/Detox.git,"android, automation, e2e-tests, hacktoberfest, hacktoberfest2024, ios, javascript, react-native, test-automation, testing, testing-tools"
23083156,material-ui,mui/material-ui,mui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,JavaScript,97478,32796,97478,1749,2014-08-18T19:11:54Z,2025-12-18T05:22:37Z,2025-12-18T03:11:01Z,701697,MIT License,https://github.com/mui/material-ui,https://github.com/mui/material-ui.git,"design-system, material-design, material-ui, react, react-components"
9393759,phaser,phaserjs/phaser,phaserjs,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",JavaScript,38721,7129,38721,121,2013-04-12T12:27:51Z,2025-12-18T06:28:46Z,2025-12-17T23:40:15Z,461660,MIT License,https://github.com/phaserjs/phaser,https://github.com/phaserjs/phaser.git,"canvas, discord-activities, facebook-instant-games, game-development, game-frameworks, gamedev, html5-game-development, javascript, phaser, phaser-development, phaserjs, webgl, youtube-playables"
30732364,falcor,Netflix/falcor,Netflix,A JavaScript library for efficient data fetching,JavaScript,10574,446,10574,74,2015-02-13T00:17:50Z,2025-12-17T23:32:02Z,2025-08-28T19:54:07Z,23684,Apache License 2.0,https://github.com/Netflix/falcor,https://github.com/Netflix/falcor.git,
952189,backbone,jashkenas/backbone,jashkenas,"Give your JS App some Backbone with Models, Views, Collections, and Events",JavaScript,28116,5340,28116,62,2010-09-30T19:41:28Z,2025-12-18T03:13:46Z,2025-04-01T11:14:31Z,27619,MIT License,https://github.com/jashkenas/backbone,https://github.com/jashkenas/backbone.git,
1908577,http-server,http-party/http-server,http-party,"A simple, zero-configuration, command-line http server",JavaScript,14105,1549,14105,105,2011-06-16T23:54:57Z,2025-12-16T21:59:18Z,2025-12-16T20:31:53Z,1971,MIT License,https://github.com/http-party/http-server,https://github.com/http-party/http-server.git,"command-line, hacktoberfest, hosting, http, http-server, server, static, static-server"
