id,name,full_name,owner,description,language,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,size,license,url,clone_url,topics
952189,backbone,jashkenas/backbone,jashkenas,"Give your JS App some Backbone with Models, Views, Collections, and Events",JavaScript,28116,5340,28116,62,2010-09-30T19:41:28Z,2025-12-18T03:13:46Z,2025-04-01T11:14:31Z,27619,MIT License,https://github.com/jashkenas/backbone,https://github.com/jashkenas/backbone.git,
349241,underscore,jashkenas/underscore,jashkenas,JavaScript's utility _ belt,JavaScript,27388,5479,27388,52,2009-10-25T18:31:06Z,2025-12-17T09:56:08Z,2025-04-09T15:56:55Z,7048,MIT License,https://github.com/jashkenas/underscore,https://github.com/jashkenas/underscore.git,
528313152,homepage,gethomepage/homepage,gethomepage,A highly customizable homepage (or startpage / application dashboard) with Docker and service API integrations.,JavaScript,27301,1722,27301,1,2022-08-24T07:29:42Z,2025-12-18T02:45:33Z,2025-12-18T00:34:41Z,54110,GNU General Public License v3.0,https://github.com/gethomepage/homepage,https://github.com/gethomepage/homepage.git,"docker, homepage, nextjs, node, react, self-hosted, startpage"
299628763,30-Days-Of-React,Asabeneh/30-Days-Of-React,Asabeneh,30 Days of  React challenge is a step by step guide to learn React in 30 days.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,JavaScript,27235,7718,27235,219,2020-09-29T13:38:54Z,2025-12-17T21:54:19Z,2025-12-06T14:41:42Z,18762,,https://github.com/Asabeneh/30-Days-Of-React,https://github.com/Asabeneh/30-Days-Of-React.git,"30dayofjavascript, challenge, css, html, html5, javascript, js, programming, react, react-router-dom, reactjs, redux, webdevelopment, website"
359379971,Clash-for-Windows_Chinese,Z-Siqi/Clash-for-Windows_Chinese,Z-Siqi,"clash for windows汉化版. 提供clash for windows的汉化版, 汉化补丁及汉化版安装程序",JavaScript,27214,3167,27214,6,2021-04-19T08:13:23Z,2025-12-18T06:27:39Z,2025-06-26T05:13:29Z,86688,,https://github.com/Z-Siqi/Clash-for-Windows_Chinese,https://github.com/Z-Siqi/Clash-for-Windows_Chinese.git,"chinese, clash, clash-chinese, shadowsocks, windows, zh-cn"
1254497,codemirror5,codemirror/codemirror5,codemirror,"In-browser code editor (version 5, legacy)",JavaScript,27202,4972,27202,436,2011-01-14T13:44:03Z,2025-12-18T06:08:30Z,2025-09-16T14:09:16Z,19391,MIT License,https://github.com/codemirror/codemirror5,https://github.com/codemirror/codemirror5.git,
1028340,ace,ajaxorg/ace,ajaxorg,Ace (Ajax.org Cloud9 Editor),JavaScript,27096,5288,27096,136,2010-10-27T10:43:36Z,2025-12-17T21:46:50Z,2025-12-16T13:35:55Z,44173,Other,https://github.com/ajaxorg/ace,https://github.com/ajaxorg/ace.git,
45431898,react-virtualized,bvaughn/react-virtualized,bvaughn,React components for efficiently rendering large lists and tabular data,JavaScript,27049,3059,27049,2,2015-11-03T00:48:07Z,2025-12-17T10:31:30Z,2025-01-20T21:42:24Z,48767,MIT License,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized.git,"grid, list, listview, performance, react, react-components, tabular-data, virtualization, windowing"
43695474,quasar,quasarframework/quasar,quasarframework,Quasar Framework - Build high-performance VueJS user interfaces in record time,JavaScript,27002,3683,27002,676,2015-10-05T15:45:36Z,2025-12-18T01:36:40Z,2025-11-13T15:43:13Z,472389,MIT License,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar.git,"android, browser-extension, electron, ios, javascript, material, material-components, material-design, material-theme, pwa, quasar-framework, server-side-rendering, ssr, vue, vue-component, vue-components, vue3, vuejs, vuejs3"
566931318,live,fanmingming/live,fanmingming,✯ 可直连访问的电视/广播图标库与相关工具项目 ✯ 🔕 永久免费 直连访问 完整开源 不断完善的台标 支持IPv4/IPv6双栈访问 🔕,JavaScript,26904,4061,26904,28,2022-11-16T18:03:31Z,2025-12-18T06:27:20Z,2025-12-18T06:27:15Z,1501199,GNU General Public License v3.0,https://github.com/fanmingming/live,https://github.com/fanmingming/live.git,"china, converter, epg, iptv, ipv6, live, m3u, m3u8, mp4, radio, television, tv, txt, workers"
108708339,javascript-interview-questions,sudheerj/javascript-interview-questions,sudheerj,List of 1000 JavaScript Interview Questions,JavaScript,26803,7526,26803,15,2017-10-29T05:40:24Z,2025-12-18T04:47:49Z,2025-12-11T16:51:24Z,6006,,https://github.com/sudheerj/javascript-interview-questions,https://github.com/sudheerj/javascript-interview-questions.git,"angular, core-javascript, javascript, javascript-applications, javascript-interview-questions, react, vanilla-javascript, vuejs"
11061773,eslint,eslint/eslint,eslint,Find and fix problems in your JavaScript code.,JavaScript,26716,4867,26716,98,2013-06-29T23:59:48Z,2025-12-18T00:45:58Z,2025-12-17T13:53:17Z,50774,MIT License,https://github.com/eslint/eslint,https://github.com/eslint/eslint.git,"ecmascript, eslint, javascript, linter, static-code-analysis"
958314,nodemon,remy/nodemon,remy,Monitor for any changes in your node.js application and automatically restart the server - perfect for development,JavaScript,26679,1744,26679,11,2010-10-03T12:50:52Z,2025-12-17T13:10:27Z,2025-12-10T15:09:59Z,2875,MIT License,https://github.com/remy/nodemon,https://github.com/remy/nodemon.git,"hacktoberfest, node, nodemon, watch"
99401299,nanoid,ai/nanoid,ai,"A tiny (118 bytes), secure, URL-friendly, unique string ID generator for JavaScript",JavaScript,26426,826,26426,3,2017-08-05T05:24:35Z,2025-12-18T02:25:45Z,2025-10-21T06:07:39Z,5286,MIT License,https://github.com/ai/nanoid,https://github.com/ai/nanoid.git,
181807583,fe-interview,haizlin/fe-interview,haizlin,前端面试每日 3+1，以面试题来驱动学习，提倡每日学习与思考，每天进步一点！每天早上5点纯手工发布面试题（死磕自己，愉悦大家），6000+道前端面试题全面覆盖，HTML/CSS/JavaScript/Vue/React/Nodejs/TypeScript/ECMAScritpt/Webpack/Jquery/小程序/软技能……,JavaScript,26212,3282,26212,6259,2019-04-17T03:05:58Z,2025-12-18T04:55:02Z,2025-10-26T20:49:10Z,8068,MIT License,https://github.com/haizlin/fe-interview,https://github.com/haizlin/fe-interview.git,"css, fe-interview, front-end, frontend, frontend-interview, html, interview, interview-questions, javascript, js, node, nodejs, react, resume, vue"
35640229,rollup,rollup/rollup,rollup,Next-generation ES module bundler,JavaScript,26152,1657,26152,604,2015-05-14T22:26:28Z,2025-12-17T10:57:24Z,2025-12-16T06:25:34Z,32855,Other,https://github.com/rollup/rollup,https://github.com/rollup/rollup.git,
888887358,NeoPass,Max-Eee/NeoPass,Max-Eee,Your Essential Exam Companion for the Iamneo Portal & NPTEL Exams Disguised as NeoExamShield bypass,JavaScript,25961,88,25961,0,2024-11-15T07:41:53Z,2025-12-18T06:22:46Z,2025-12-16T09:34:51Z,2236,,https://github.com/Max-Eee/NeoPass,https://github.com/Max-Eee/NeoPass.git,"ai, always-active-tab, chrome-extension, code-generation, conservation-geography, copy-paste, examly, examlyio, forest-management, fullscreen-bypass, iamneo, iamneobypass, mcq-test, neocolab, neoexamshield, neoexamshield-bypass, neoshield-bypass, nptel, screenshare-bypass, wildlife-ecology"
312262,vimium,philc/vimium,philc,The hacker's browser.,JavaScript,25769,2543,25769,1196,2009-09-20T07:08:19Z,2025-12-18T06:19:48Z,2025-12-14T05:16:21Z,6724,MIT License,https://github.com/philc/vimium,https://github.com/philc/vimium.git,
7910045,shields,badges/shields,badges,"Concise, consistent, and legible badges in SVG and raster format",JavaScript,25764,5567,25764,369,2013-01-30T07:41:54Z,2025-12-17T23:29:56Z,2025-12-17T22:43:35Z,479061,Creative Commons Zero v1.0 Universal,https://github.com/badges/shields,https://github.com/badges/shields.git,"badge, badge-maker, github, hacktoberfest, metadata, status, svg"
20270252,feather,feathericons/feather,feathericons,Simply beautiful open-source icons,JavaScript,25750,1283,25750,504,2014-05-28T19:49:55Z,2025-12-18T03:25:10Z,2025-03-11T02:18:59Z,16149,MIT License,https://github.com/feathericons/feather,https://github.com/feathericons/feather.git,"icons, javascript, svg"
317757,Modernizr,Modernizr/Modernizr,Modernizr,Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser.,JavaScript,25664,2957,25664,193,2009-09-25T20:13:23Z,2025-12-16T17:34:59Z,2025-11-23T16:14:08Z,19659,MIT License,https://github.com/Modernizr/Modernizr,https://github.com/Modernizr/Modernizr.git,"css3-features, feature-detection, hacktoberfest, javascript, javascript-library, modernizr"
965615190,BMAD-METHOD,bmad-code-org/BMAD-METHOD,bmad-code-org,Breakthrough Method for Agile Ai Driven Development,JavaScript,25440,3604,25440,95,2025-04-13T14:54:25Z,2025-12-18T06:30:57Z,2025-12-18T04:52:55Z,22793,Other,https://github.com/bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD.git,
11481338,core-js,zloirock/core-js,zloirock,Standard Library,JavaScript,25362,1695,25362,44,2013-07-17T16:32:27Z,2025-12-16T18:15:43Z,2025-12-17T19:06:53Z,80472,MIT License,https://github.com/zloirock/core-js,https://github.com/zloirock/core-js.git,"ecmascript-proposals, es2015, es6, es7, esnext, javascript, js, polyfill, ponyfill, proposal, proposals, shim"
245049028,koodo-reader,koodo-reader/koodo-reader,koodo-reader,"A modern ebook manager and reader with sync and backup capacities for Windows, macOS, Linux, Android, iOS and Web",JavaScript,25356,1908,25356,606,2020-03-05T02:18:30Z,2025-12-18T05:40:00Z,2025-12-17T11:07:45Z,80356,GNU Affero General Public License v3.0,https://github.com/koodo-reader/koodo-reader,https://github.com/koodo-reader/koodo-reader.git,"book, cb7, cbr, cbt, cbz, comic, docx, ebook, epub, fb2, html, markdown, mobi, pdf, reader, rtf, txt, xml"
7874074,howler.js,goldfire/howler.js,goldfire,Javascript audio library for the modern web.,JavaScript,25053,2278,25053,413,2013-01-28T16:47:12Z,2025-12-18T06:19:13Z,2025-11-23T23:49:01Z,32239,MIT License,https://github.com/goldfire/howler.js,https://github.com/goldfire/howler.js.git,"audio, audio-library, howler, html5-audio, javascript, playback, volume, web-audio"
1580851,PhotoSwipe,dimsemenov/PhotoSwipe,dimsemenov,"JavaScript image gallery for mobile and desktop, modular, framework independent",JavaScript,24985,3291,24985,159,2011-04-07T05:46:29Z,2025-12-16T13:03:47Z,2025-12-04T07:31:46Z,30495,MIT License,https://github.com/dimsemenov/PhotoSwipe,https://github.com/dimsemenov/PhotoSwipe.git,"gallery, image, javascript, lightbox"
198674674,kuboard-press,eip-work/kuboard-press,eip-work,Kuboard 是基于 Kubernetes 的微服务管理界面。同时提供 Kubernetes 免费中文教程，入门教程，最新版本的 Kubernetes v1.23.4 安装手册，(k8s install) 在线答疑，持续更新。,JavaScript,24650,1600,24650,500,2019-07-24T16:45:29Z,2025-12-18T06:10:48Z,2025-11-30T08:50:46Z,204220,,https://github.com/eip-work/kuboard-press,https://github.com/eip-work/kuboard-press.git,"docker, k8s, kubernetes, kubernetes-kuboard"
3602123,hammer.js,hammerjs/hammer.js,hammerjs,A javascript library for multi-touch gestures :// You can touch this,JavaScript,24365,2603,24365,317,2012-03-02T12:58:28Z,2025-12-18T03:18:00Z,2025-11-14T19:54:17Z,10148,MIT License,https://github.com/hammerjs/hammer.js,https://github.com/hammerjs/hammer.js.git,
942837343,claude-task-master,eyaltoledano/claude-task-master,eyaltoledano,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.",JavaScript,24310,2356,24310,145,2025-03-04T18:54:54Z,2025-12-18T06:02:36Z,2025-12-17T17:43:55Z,24365,Other,https://github.com/eyaltoledano/claude-task-master,https://github.com/eyaltoledano/claude-task-master.git,"ai, cursor, cursor-ai, cursorai, lovable, lovable-dev, roocode, task-manager, tasks, tasks-list, windsurf, windsurf-ai"
1206546,winston,winstonjs/winston,winstonjs,A logger for just about everything.,JavaScript,24243,1846,24243,517,2010-12-29T18:49:51Z,2025-12-17T15:08:22Z,2025-12-08T19:02:16Z,4365,MIT License,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston.git,
10851820,ramda,ramda/ramda,ramda,:ram: Practical functional Javascript,JavaScript,24098,1431,24098,147,2013-06-21T20:32:35Z,2025-12-17T11:48:48Z,2025-10-26T00:26:36Z,8423,MIT License,https://github.com/ramda/ramda,https://github.com/ramda/ramda.git,"javascript, ramda"
6720403,simple-icons,simple-icons/simple-icons,simple-icons,SVG icons for popular brands,JavaScript,24001,3007,24001,693,2012-11-16T11:09:13Z,2025-12-17T21:02:07Z,2025-12-14T02:50:38Z,67757,Creative Commons Zero v1.0 Universal,https://github.com/simple-icons/simple-icons,https://github.com/simple-icons/simple-icons.git,"brand, brand-assets, brand-colors, branding, branding-assets, brands, company-brands, design, design-assets, icon-pack, icon-packs, icons, iconset, logo, logos, svg, svg-files, svg-icons, svg-images"
9603240,pure,pure-css/pure,pure-css,"A set of small, responsive CSS modules that you can use in every web project.",JavaScript,23757,2438,23757,23,2013-04-22T16:16:39Z,2025-12-17T17:34:39Z,2025-12-15T12:01:55Z,8776,Other,https://github.com/pure-css/pure,https://github.com/pure-css/pure.git,"css, html, pure"
276008164,ios_rule_script,blackmatrix7/ios_rule_script,blackmatrix7,分流规则、重写写规则及脚本。,JavaScript,23751,3784,23751,316,2020-06-30T05:40:53Z,2025-12-18T05:57:10Z,2025-12-17T18:13:48Z,2228135,GNU General Public License v2.0,https://github.com/blackmatrix7/ios_rule_script,https://github.com/blackmatrix7/ios_rule_script.git,
965782,validator.js,validatorjs/validator.js,validatorjs,String validation,JavaScript,23710,2411,23710,350,2010-10-06T06:58:48Z,2025-12-18T05:35:57Z,2025-12-18T06:09:59Z,5500,MIT License,https://github.com/validatorjs/validator.js,https://github.com/validatorjs/validator.js.git,"hacktoberfest, input, javascript, node, sanitization, sanitize, validate, validation, validations, validator"
5905330,GSAP,greensock/GSAP,greensock,"GSAP (GreenSock Animation Platform), a JavaScript animation library for the modern web",JavaScript,23447,1902,23447,5,2012-09-21T18:03:25Z,2025-12-18T03:53:21Z,2025-12-12T21:03:38Z,14101,,https://github.com/greensock/GSAP,https://github.com/greensock/GSAP.git,"animation, gsap, javascript, javascript-library, scroll"
169529567,ChromeAppHeroes,zhaoolee/ChromeAppHeroes,zhaoolee,"🌈谷粒-Chrome插件英雄榜, 为优秀的Chrome插件写一本中文说明书, 让Chrome插件英雄们造福人类~  ChromePluginHeroes, Write a Chinese manual for the excellent Chrome plugin, let the Chrome plugin heroes benefit the human~ 公众号「0加1」同步更新",JavaScript,23323,2372,23323,39,2019-02-07T06:35:24Z,2025-12-18T06:13:02Z,2025-10-28T06:14:35Z,864472,GNU General Public License v3.0,https://github.com/zhaoolee/ChromeAppHeroes,https://github.com/zhaoolee/ChromeAppHeroes.git,
8424040,p5.js,processing/p5.js,processing,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. Looking for p5.js 2.0? http://beta.p5js.org",JavaScript,23265,3658,23265,462,2013-02-26T03:14:47Z,2025-12-18T01:43:00Z,2025-12-17T18:04:11Z,115907,GNU Lesser General Public License v2.1,https://github.com/processing/p5.js,https://github.com/processing/p5.js.git,"art, creative-coding, design, education, graphics, html, javascript, learning, p5js, processing, sound"
242754476,heroicons,tailwindlabs/heroicons,tailwindlabs,A set of free MIT-licensed high-quality SVG icons for UI development.,JavaScript,23163,1309,23163,0,2020-02-24T14:16:00Z,2025-12-17T23:33:56Z,2025-09-18T17:50:47Z,2979,MIT License,https://github.com/tailwindlabs/heroicons,https://github.com/tailwindlabs/heroicons.git,
24063576,semantic-release,semantic-release/semantic-release,semantic-release,:package::rocket: Fully automated version management and package publishing,JavaScript,23062,1789,23062,376,2014-09-15T16:18:28Z,2025-12-18T05:39:10Z,2025-12-17T06:38:43Z,7898,MIT License,https://github.com/semantic-release/semantic-release,https://github.com/semantic-release/semantic-release.git,"automation, changelog, package, publish, release, release-automation, release-workflow, semantic-release, semantic-version, semver, semver-release, version"
16989371,MagicMirror,MagicMirrorOrg/MagicMirror,MagicMirrorOrg,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",JavaScript,23057,4491,23057,20,2014-02-19T15:48:09Z,2025-12-18T05:19:45Z,2025-12-14T18:45:20Z,25533,MIT License,https://github.com/MagicMirrorOrg/MagicMirror,https://github.com/MagicMirrorOrg/MagicMirror.git,"domotics, javascript, magicmirror, mirror, raspberry-pi, smarthome"
82040650,chinese-programmer-wrong-pronunciation,shimohq/chinese-programmer-wrong-pronunciation,shimohq,中国程序员容易发音错误的单词,JavaScript,22972,1602,22972,138,2017-02-15T09:02:40Z,2025-12-18T06:06:02Z,2025-05-12T10:27:30Z,1084,,https://github.com/shimohq/chinese-programmer-wrong-pronunciation,https://github.com/shimohq/chinese-programmer-wrong-pronunciation.git,"chinese-programmers, documentation, pronunciation, spelling"
1451352,mocha,mochajs/mocha,mochajs,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",JavaScript,22861,3062,22861,233,2011-03-07T18:44:25Z,2025-12-16T04:51:03Z,2025-12-16T04:51:22Z,29000,MIT License,https://github.com/mochajs/mocha,https://github.com/mochajs/mocha.git,"bdd, browser, javascript, mocha, mochajs, node, nodejs, tdd, test, test-framework, testing, testing-tools"
3757512,sails,balderdashy/sails,balderdashy,Realtime MVC Framework for Node.js,JavaScript,22855,1929,22855,591,2012-03-18T19:46:15Z,2025-12-16T17:23:14Z,2025-08-06T19:26:26Z,13181,MIT License,https://github.com/balderdashy/sails,https://github.com/balderdashy/sails.git,
11855195,chalk,chalk/chalk,chalk,🖍 Terminal string styling done right,JavaScript,22845,902,22845,3,2013-08-03T00:20:12Z,2025-12-17T15:07:18Z,2025-09-08T14:47:56Z,1071,MIT License,https://github.com/chalk/chalk,https://github.com/chalk/chalk.git,"ansi, ansi-escape-codes, chalk, cli, color, commandline, console, javascript, strip-ansi, terminal, terminal-emulators"
32531480,js-cookie,js-cookie/js-cookie,js-cookie,"A simple, lightweight JavaScript API for handling browser cookies",JavaScript,22791,2074,22791,3,2015-03-19T15:57:47Z,2025-12-18T03:41:45Z,2025-12-11T06:14:20Z,1226,MIT License,https://github.com/js-cookie/js-cookie,https://github.com/js-cookie/js-cookie.git,"cookie, javascript"
8768406,autoprefixer,postcss/autoprefixer,postcss, Parse CSS and add vendor prefixes to rules by Can I Use,JavaScript,22590,1274,22590,41,2013-03-14T05:04:51Z,2025-12-17T15:16:41Z,2025-12-14T17:23:24Z,8284,MIT License,https://github.com/postcss/autoprefixer,https://github.com/postcss/autoprefixer.git,"css, postcss-plugins, prefixer"
1801829,ember.js,emberjs/ember.js,emberjs,Ember.js - A JavaScript framework for creating ambitious web applications,JavaScript,22585,4198,22585,399,2011-05-25T23:39:40Z,2025-12-16T20:18:43Z,2025-12-17T20:14:00Z,103618,MIT License,https://github.com/emberjs/ember.js,https://github.com/emberjs/ember.js.git,"ember, hacktoberfest, javascript, javascript-framework"
2744972,ws,websockets/ws,websockets,"Simple to use, blazing fast and thoroughly tested WebSocket client and server for Node.js",JavaScript,22559,2508,22559,6,2011-11-09T22:32:45Z,2025-12-18T03:04:35Z,2025-12-02T13:08:21Z,16854,MIT License,https://github.com/websockets/ws,https://github.com/websockets/ws.git,"javascript, node, nodejs, real-time, rfc-6455, websocket, websocket-client, websocket-compression, websocket-server"
784788673,CookLikeHOC,Gar-b-age/CookLikeHOC,Gar-b-age,🥢像老乡鸡🐔那样做饭。主要部分于2024年完工，非老乡鸡官方仓库。文字来自《老乡鸡菜品溯源报告》，并做归纳、编辑与整理。CookLikeHOC.,JavaScript,22540,2282,22540,134,2024-04-10T15:01:12Z,2025-12-18T05:48:12Z,2025-10-17T20:04:04Z,205165,,https://github.com/Gar-b-age/CookLikeHOC,https://github.com/Gar-b-age/CookLikeHOC.git,
47071941,redux-saga,redux-saga/redux-saga,redux-saga,An alternative side effect model for Redux apps,JavaScript,22504,1953,22504,45,2015-11-29T16:58:12Z,2025-12-11T18:30:11Z,2025-12-04T14:45:58Z,9308,MIT License,https://github.com/redux-saga/redux-saga,https://github.com/redux-saga/redux-saga.git,"effects, middleware, redux, redux-saga, sagas"
12618379,node-red,node-red/node-red,node-red,Low-code programming for event-driven applications,JavaScript,22469,3761,22469,473,2013-09-05T13:30:47Z,2025-12-18T05:35:23Z,2025-12-17T19:31:47Z,67690,Apache License 2.0,https://github.com/node-red/node-red,https://github.com/node-red/node-red.git,"flow-based-programming, javascript, low-code, node-red, openjs-foundation, visual-programming"
18351848,lowdb,typicode/lowdb,typicode,Simple and fast JSON database,JavaScript,22407,956,22407,16,2014-04-02T02:16:06Z,2025-12-18T02:38:08Z,2025-07-24T12:49:33Z,1103,MIT License,https://github.com/typicode/lowdb,https://github.com/typicode/lowdb.git,"database, electron, embeddable, embedded-database, javascript, json, localstorage, lodash, nodejs, storage"
5508088,svgo,svg/svgo,svg,⚙️ Node.js tool for optimizing SVG files,JavaScript,22178,1430,22178,258,2012-08-22T10:41:43Z,2025-12-17T01:37:17Z,2025-12-04T02:19:34Z,7340,MIT License,https://github.com/svg/svgo,https://github.com/svg/svgo.git,"cli, javascript, minification, nodejs, optimization, svg, svgo"
37153337,react-native-web,necolas/react-native-web,necolas,Cross-platform React UI packages,JavaScript,22078,1830,22078,145,2015-06-09T19:25:38Z,2025-12-17T21:32:39Z,2025-10-16T15:10:21Z,95555,MIT License,https://github.com/necolas/react-native-web,https://github.com/necolas/react-native-web.git,"cross-platform, css-in-js, gui-framework, react, react-components, react-dom, react-native, react-native-web, react-ui"
14158237,v86,copy/v86,copy,"x86 PC emulator and x86-to-wasm JIT, running in the browser",JavaScript,22008,1651,22008,129,2013-11-06T00:12:12Z,2025-12-18T00:39:56Z,2025-11-30T15:59:42Z,16013,"BSD 2-Clause ""Simplified"" License",https://github.com/copy/v86,https://github.com/copy/v86.git,"emulator, virtualization, wasm, x86"
4696595,localtunnel,localtunnel/localtunnel,localtunnel,expose yourself,JavaScript,21768,1537,21768,165,2012-06-18T02:33:30Z,2025-12-18T04:32:27Z,2025-08-29T16:17:30Z,159,MIT License,https://github.com/localtunnel/localtunnel,https://github.com/localtunnel/localtunnel.git,
159981830,cli,spicetify/cli,spicetify,"Command-line tool to customize Spotify client. Supports Windows, macOS, and Linux.",JavaScript,21746,825,21746,13,2018-12-01T19:55:18Z,2025-12-18T06:13:05Z,2025-12-18T02:01:19Z,7145,GNU Lesser General Public License v2.1,https://github.com/spicetify/cli,https://github.com/spicetify/cli.git,"command-line, command-line-tool, customization, golang, hacktoberfest, linux, macos, spicetify-cli, spicetify-extensions, spotify, windows"
1790564,handsontable,handsontable/handsontable,handsontable,"JavaScript Data Grid / Data Table with a Spreadsheet Look & Feel. Works with React, Angular, and Vue. Supported by the Handsontable team ⚡",JavaScript,21683,3187,21683,401,2011-05-23T22:38:58Z,2025-12-17T16:04:49Z,2025-12-17T20:23:00Z,838822,Other,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable.git,"angular-datagrid, angular-table, component, crud-operations, data-editing, data-grid, data-management, data-tables, datagrid, datatable, excel, excel-javascript, grid, grid-component, react-datatable, react-grid, spreadsheet, table, vue-table"
86683265,wechat-app-mall,EastWorld/wechat-app-mall,EastWorld,微信小程序商城，微信小程序微店,JavaScript,21499,6691,21499,0,2017-03-30T09:16:15Z,2025-12-18T05:42:10Z,2025-12-17T11:52:23Z,8712,Apache License 2.0,https://github.com/EastWorld/wechat-app-mall,https://github.com/EastWorld/wechat-app-mall.git,
18964487,es6tutorial,ruanyf/es6tutorial,ruanyf,《ECMAScript 6入门》是一本开源的 JavaScript 语言教程，全面介绍 ECMAScript 6 新增的语法特性。,JavaScript,21450,8930,21450,0,2014-04-20T13:06:28Z,2025-12-16T11:52:00Z,2025-10-14T11:47:00Z,5780,Other,https://github.com/ruanyf/es6tutorial,https://github.com/ruanyf/es6tutorial.git,
478584,jsdom,jsdom/jsdom,jsdom,"A JavaScript implementation of various web standards, for use with Node.js",JavaScript,21383,1755,21383,439,2010-01-19T06:55:19Z,2025-12-18T03:43:32Z,2025-12-14T04:46:48Z,43824,MIT License,https://github.com/jsdom/jsdom,https://github.com/jsdom/jsdom.git,"dom-apis, html, javascript, jsdom, nodejs"
39315600,Iosevka,be5invis/Iosevka,be5invis,"Versatile typeface for code, from code.",JavaScript,21382,639,21382,103,2015-07-18T23:10:59Z,2025-12-18T01:00:21Z,2025-12-14T21:39:57Z,18946602,SIL Open Font License 1.1,https://github.com/be5invis/Iosevka,https://github.com/be5invis/Iosevka.git,"font, iosevka, ligatures, monospace-font, opentype-features, programming-font, programming-ligatures, typeface"
50603846,parse-server,parse-community/parse-server,parse-community,Parse Server for Node.js / Express,JavaScript,21325,4821,21325,469,2016-01-28T18:29:14Z,2025-12-17T21:36:31Z,2025-12-16T01:39:16Z,97434,Apache License 2.0,https://github.com/parse-community/parse-server,https://github.com/parse-community/parse-server.git,"baas, backend, file-storage, graphql, graphql-api, graphql-relay, graphql-server, hacktoberfest, mbaas, mongodb, nodejs, notifications, object-storage, parse-platform, parse-server, postgres, relay, rest-api"
5830987,joi,hapijs/joi,hapijs,The most powerful data validation library for JS,JavaScript,21189,1511,21189,186,2012-09-16T16:38:06Z,2025-12-16T02:23:03Z,2025-11-19T15:48:42Z,10093,Other,https://github.com/hapijs/joi,https://github.com/hapijs/joi.git,"hapi, javascript, schema, validation"
599524116,SillyTavern,SillyTavern/SillyTavern,SillyTavern,LLM Frontend for Power Users.,JavaScript,21021,4414,21021,340,2023-02-09T10:19:24Z,2025-12-18T06:20:01Z,2025-12-17T22:07:06Z,209661,GNU Affero General Public License v3.0,https://github.com/SillyTavern/SillyTavern,https://github.com/SillyTavern/SillyTavern.git,"ai, chat, llm"
7530570,appium,appium/appium,appium,"Cross-platform automation framework for all kinds of apps, built on top of the W3C WebDriver protocol",JavaScript,20947,6268,20947,75,2013-01-09T22:49:50Z,2025-12-18T06:33:41Z,2025-12-18T06:33:33Z,226268,Apache License 2.0,https://github.com/appium/appium,https://github.com/appium/appium.git,"android, appium, automation, ios, macos, test-automation, webdriver, windows"
110178895,brave-browser,brave/brave-browser,brave,"Brave browser for Android, iOS, Linux, macOS, Windows.",JavaScript,20900,2888,20900,10099,2017-11-09T23:44:38Z,2025-12-18T06:23:42Z,2025-12-18T04:06:21Z,34421,Mozilla Public License 2.0,https://github.com/brave/brave-browser,https://github.com/brave/brave-browser.git,"brave, browser, chromium, linux, macos, windows"
26820798,ava,avajs/ava,avajs,Node.js test runner that lets you develop with confidence 🚀,JavaScript,20848,1406,20848,62,2014-11-18T17:20:26Z,2025-12-18T03:00:46Z,2025-11-05T15:56:47Z,14020,MIT License,https://github.com/avajs/ava,https://github.com/avajs/ava.git,"assert, async, async-functions, ava, cli, cli-app, concurrency, javascript, node, nodejs, performance, tap, tdd, test-framework, test-runner, testing, unicorns, unit-testing"
28249537,markdown-it,markdown-it/markdown-it,markdown-it,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed",JavaScript,20816,1791,20816,56,2014-12-19T22:54:53Z,2025-12-18T02:24:18Z,2025-09-11T12:21:18Z,3838,MIT License,https://github.com/markdown-it/markdown-it,https://github.com/markdown-it/markdown-it.git,"commonmark, javascript, markdown"
22392639,yjs,yjs/yjs,yjs,Shared data types for building collaborative software,JavaScript,20814,732,20814,126,2014-07-29T19:29:45Z,2025-12-18T03:31:17Z,2025-12-17T15:45:53Z,73322,Other,https://github.com/yjs/yjs,https://github.com/yjs/yjs.git,"collaboration, collaborative-editing, crdt, decentralized, offline-first, p2p, peer-to-peer, realtime, shared-editing, yjs"
